Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,Region,State,City,Category,Sub_Category,Product_Name,Quantity,Discount,Sales,Profit,Shipping_Days,Year,Month_Number,Month_Name,Quarter
751,ORD-000751,2023-03-24,2023-03-28,Second Class,CUST-0156,Customer 0156,Consumer,China,Asia,Guangdong,Berlin,Technology,Accessories,Wireless Keyboard,1,0.15,57.6,10.89,4,2023,3,March,Q1
752,ORD-000752,2023-05-25,2023-05-27,First Class,CUST-0727,Customer 0727,Home Office,India,Asia,Karnataka,Shanghai,Technology,Accessories,USB-C Hub,1,0.15,80.88,-0.12,2,2023,5,May,Q2
753,ORD-000753,2023-03-26,2023-03-30,Standard Class,CUST-0797,Customer 0797,Corporate,China,Asia,Jiangsu,Melbourne,Office Supplies,Supplies,Office Supplies Kit,1,0.0,53.99,0.83,4,2023,3,March,Q1
754,ORD-000754,2023-03-19,2023-03-23,Standard Class,CUST-1366,Customer 1366,Consumer,France,Europe,Nouvelle-Aquitaine,Shanghai,Office Supplies,Labels,Address Labels,7,0.05,143.67,2.27,4,2023,3,March,Q1
755,ORD-000755,2024-04-01,2024-04-04,Second Class,CUST-0378,Customer 0378,Consumer,United States,North America,New York,New York,Technology,Accessories,Wireless Keyboard,4,0.05,297.22,25.76,3,2024,4,April,Q2
756,ORD-000756,2023-01-01,2023-01-04,Standard Class,CUST-0442,Customer 0442,Consumer,Australia,Oceania,Victoria,São Paulo,Office Supplies,Storage,Storage Box,4,0.0,302.97,19.8,3,2023,1,January,Q1
757,ORD-000757,2023-02-20,2023-02-23,Second Class,CUST-1176,Customer 1176,Home Office,India,Asia,Delhi,Toronto,Office Supplies,Art,Art Set,3,0.1,119.1,2.79,3,2023,2,February,Q1
758,ORD-000758,2024-11-15,2024-11-19,Standard Class,CUST-1684,Customer 1684,Consumer,France,Europe,Île-de-France,Sydney,Office Supplies,Storage,Storage Box,2,0.3,178.07,0.46,4,2024,11,November,Q4
759,ORD-000759,2024-12-17,2024-12-18,First Class,CUST-0667,Customer 0667,Home Office,Brazil,South America,São Paulo,Paris,Office Supplies,Supplies,Office Supplies Kit,4,0.1,225.77,-0.23,1,2024,12,December,Q4
760,ORD-000760,2024-03-21,2024-03-23,Second Class,CUST-0743,Customer 0743,Consumer,Brazil,South America,Paraná,Shanghai,Office Supplies,Envelopes,Business Envelopes,2,0.1,38.86,2.02,2,2024,3,March,Q1
761,ORD-000761,2024-03-24,2024-03-31,Standard Class,CUST-1761,Customer 1761,Corporate,Mexico,North America,Yucatán,Sydney,Technology,Copiers,Laser Copier,1,0.0,942.54,151.99,7,2024,3,March,Q1
762,ORD-000762,2024-05-02,2024-05-07,Standard Class,CUST-1427,Customer 1427,Consumer,Germany,Europe,Hesse,Toronto,Furniture,Chairs,Ergonomic Office Chair,4,0.0,836.04,123.0,5,2024,5,May,Q2
763,ORD-000763,2023-02-03,2023-02-03,Same Day,CUST-0346,Customer 0346,Corporate,Mexico,North America,Jalisco,São Paulo,Office Supplies,Binders,Premium Binder,1,0.1,26.52,4.64,0,2023,2,February,Q1
764,ORD-000764,2023-12-14,2023-12-19,Standard Class,CUST-1318,Customer 1318,Home Office,Canada,North America,British Columbia,Los Angeles,Office Supplies,Storage,Storage Box,1,0.3,75.09,0.59,5,2023,12,December,Q4
765,ORD-000765,2023-04-05,2023-04-12,Standard Class,CUST-1596,Customer 1596,Home Office,China,Asia,Jiangsu,Shanghai,Office Supplies,Binders,Premium Binder,5,0.2,145.01,-5.88,7,2023,4,April,Q2
766,ORD-000766,2023-03-13,2023-03-16,Standard Class,CUST-1923,Customer 1923,Corporate,Spain,Europe,Valencia,Mumbai,Technology,Accessories,Wireless Keyboard,4,0.05,279.72,35.76,3,2023,3,March,Q1
767,ORD-000767,2024-07-04,2024-07-08,Standard Class,CUST-0919,Customer 0919,Consumer,Brazil,South America,Minas Gerais,Paris,Office Supplies,Fasteners,Fastener Pack,4,0.1,55.77,4.76,4,2024,7,July,Q3
768,ORD-000768,2023-06-03,2023-06-07,Standard Class,CUST-0109,Customer 0109,Corporate,Spain,Europe,Andalusia,Tokyo,Technology,Phones,Smartphone,2,0.1,1438.91,163.67,4,2023,6,June,Q2
769,ORD-000769,2023-09-07,2023-09-08,First Class,CUST-0827,Customer 0827,Corporate,United States,North America,Illinois,Los Angeles,Office Supplies,Paper,Copy Paper,2,0.15,75.93,-1.1,1,2023,9,September,Q3
770,ORD-000770,2024-11-04,2024-11-08,Standard Class,CUST-1755,Customer 1755,Corporate,United Kingdom,Europe,England,Tokyo,Technology,Copiers,Laser Copier,4,0.15,3795.53,348.51,4,2024,11,November,Q4
771,ORD-000771,2024-03-13,2024-03-20,Standard Class,CUST-1115,Customer 1115,Home Office,India,Asia,Delhi,Berlin,Office Supplies,Paper,Copy Paper,5,0.15,152.69,-2.81,7,2024,3,March,Q1
772,ORD-000772,2023-04-28,2023-04-29,First Class,CUST-0074,Customer 0074,Home Office,United States,North America,California,Melbourne,Technology,Phones,Smartphone,3,0.0,2031.23,314.11,1,2023,4,April,Q2
773,ORD-000773,2023-11-02,2023-11-05,Second Class,CUST-1304,Customer 1304,Consumer,Japan,Asia,Osaka,Shanghai,Office Supplies,Paper,Copy Paper,8,0.25,258.63,-14.77,3,2023,11,November,Q4
774,ORD-000774,2023-09-25,2023-10-01,Standard Class,CUST-0440,Customer 0440,Home Office,Brazil,South America,Paraná,Tokyo,Furniture,Tables,Conference Table,8,0.0,2934.65,410.15,6,2023,9,September,Q3
775,ORD-000775,2023-02-23,2023-02-27,Standard Class,CUST-1009,Customer 1009,Corporate,France,Europe,Occitanie,Melbourne,Technology,Phones,Smartphone,2,0.1,1365.3,159.04,4,2023,2,February,Q1
776,ORD-000776,2023-08-24,2023-08-29,Standard Class,CUST-1716,Customer 1716,Home Office,China,Asia,Beijing,Shanghai,Office Supplies,Supplies,Office Supplies Kit,6,0.2,361.59,-10.76,5,2023,8,August,Q3
777,ORD-000777,2024-01-24,2024-01-27,Standard Class,CUST-1253,Customer 1253,Corporate,Spain,Europe,Valencia,Shanghai,Furniture,Tables,Conference Table,3,0.1,923.02,90.54,3,2024,1,January,Q1
778,ORD-000778,2024-02-05,2024-02-07,First Class,CUST-0553,Customer 0553,Corporate,Mexico,North America,Puebla,Madrid,Office Supplies,Labels,Address Labels,3,0.0,60.01,2.51,2,2024,2,February,Q1
779,ORD-000779,2024-09-15,2024-09-19,Second Class,CUST-1218,Customer 1218,Corporate,United Kingdom,Europe,Scotland,New York,Office Supplies,Appliances,Printer,1,0.0,378.13,47.15,4,2024,9,September,Q3
780,ORD-000780,2023-10-30,2023-11-03,Second Class,CUST-0354,Customer 0354,Consumer,Germany,Europe,Hesse,Sydney,Furniture,Furnishings,Office Desk Lamp,3,0.1,193.31,3.01,4,2023,10,October,Q4
781,ORD-000781,2023-07-26,2023-07-28,First Class,CUST-0918,Customer 0918,Home Office,United States,North America,Illinois,New York,Technology,Copiers,Laser Copier,7,0.0,6138.12,976.79,2,2023,7,July,Q3
782,ORD-000782,2023-08-17,2023-08-21,Second Class,CUST-0881,Customer 0881,Corporate,Germany,Europe,Hesse,Los Angeles,Office Supplies,Envelopes,Business Envelopes,5,0.05,115.89,1.08,4,2023,8,August,Q3
783,ORD-000783,2024-07-31,2024-08-04,Second Class,CUST-1138,Customer 1138,Corporate,Australia,Oceania,New South Wales,Berlin,Office Supplies,Binders,Premium Binder,5,0.05,120.71,9.7,4,2024,7,July,Q3
784,ORD-000784,2023-03-16,2023-03-19,Standard Class,CUST-0962,Customer 0962,Consumer,Japan,Asia,Tokyo,Mumbai,Technology,Accessories,Wireless Keyboard,1,0.15,66.97,10.34,3,2023,3,March,Q1
785,ORD-000785,2024-03-10,2024-03-12,Second Class,CUST-0028,Customer 0028,Home Office,Spain,Europe,Andalusia,São Paulo,Technology,Accessories,USB-C Hub,2,0.0,165.94,7.34,2,2024,3,March,Q1
786,ORD-000786,2023-04-13,2023-04-17,Second Class,CUST-1001,Customer 1001,Corporate,Spain,Europe,Andalusia,London,Technology,Machines,Desktop Computer,2,0.15,1649.91,176.0,4,2023,4,April,Q2
787,ORD-000787,2024-02-26,2024-02-28,First Class,CUST-0744,Customer 0744,Corporate,India,Asia,Maharashtra,Mumbai,Furniture,Bookcases,Office Bookcase,2,0.05,395.66,42.96,2,2024,2,February,Q1
788,ORD-000788,2024-12-04,2024-12-10,Standard Class,CUST-0106,Customer 0106,Corporate,France,Europe,Occitanie,São Paulo,Office Supplies,Art,Art Set,3,0.1,96.98,8.45,6,2024,12,December,Q4
789,ORD-000789,2023-11-02,2023-11-08,Standard Class,CUST-0728,Customer 0728,Corporate,Australia,Oceania,New South Wales,Berlin,Technology,Accessories,USB-C Hub,2,0.0,180.49,11.75,6,2023,11,November,Q4
790,ORD-000790,2023-04-08,2023-04-10,Second Class,CUST-0806,Customer 0806,Home Office,France,Europe,Occitanie,São Paulo,Office Supplies,Storage,Storage Box,3,0.1,244.49,20.44,2,2023,4,April,Q2
791,ORD-000791,2023-12-01,2023-12-02,Same Day,CUST-0360,Customer 0360,Consumer,Canada,North America,British Columbia,Los Angeles,Furniture,Chairs,Ergonomic Office Chair,3,0.15,732.43,60.31,1,2023,12,December,Q4
792,ORD-000792,2024-03-10,2024-03-14,Standard Class,CUST-0214,Customer 0214,Home Office,Mexico,North America,Yucatán,Sydney,Office Supplies,Appliances,Printer,2,0.0,976.2,132.88,4,2024,3,March,Q1
793,ORD-000793,2024-03-22,2024-03-25,Standard Class,CUST-0835,Customer 0835,Consumer,Brazil,South America,Rio de Janeiro,Madrid,Office Supplies,Fasteners,Fastener Pack,1,0.2,13.59,-7.36,3,2024,3,March,Q1
794,ORD-000794,2023-11-04,2023-11-07,Standard Class,CUST-0442,Customer 0442,Home Office,Brazil,South America,Paraná,Tokyo,Technology,Accessories,Wireless Keyboard,7,0.2,511.26,4.22,3,2023,11,November,Q4
795,ORD-000795,2023-09-06,2023-09-08,First Class,CUST-1770,Customer 1770,Consumer,Spain,Europe,Madrid,Berlin,Technology,Phones,Smartphone,1,0.0,589.0,85.88,2,2023,9,September,Q3
796,ORD-000796,2023-06-15,2023-06-21,Standard Class,CUST-0165,Customer 0165,Corporate,United States,North America,New York,Tokyo,Office Supplies,Envelopes,Business Envelopes,1,0.1,19.07,-1.83,6,2023,6,June,Q2
797,ORD-000797,2024-04-25,2024-04-28,Standard Class,CUST-0386,Customer 0386,Corporate,China,Asia,Jiangsu,Delhi,Furniture,Chairs,Ergonomic Office Chair,6,0.1,1529.3,158.02,3,2024,4,April,Q2
798,ORD-000798,2023-12-01,2023-12-02,Same Day,CUST-1465,Customer 1465,Consumer,Brazil,South America,Paraná,Sydney,Office Supplies,Fasteners,Fastener Pack,10,0.0,119.25,2.84,1,2023,12,December,Q4
799,ORD-000799,2024-06-25,2024-06-28,Second Class,CUST-1239,Customer 1239,Corporate,Japan,Asia,Tokyo,Paris,Office Supplies,Binders,Premium Binder,5,0.05,163.54,21.31,3,2024,6,June,Q2
800,ORD-000800,2023-04-16,2023-04-22,Standard Class,CUST-0461,Customer 0461,Corporate,Australia,Oceania,New South Wales,Sydney,Technology,Phones,Smartphone,1,0.25,632.03,10.1,6,2023,4,April,Q2
801,ORD-000801,2024-07-16,2024-07-22,Standard Class,CUST-1615,Customer 1615,Home Office,Japan,Asia,Osaka,São Paulo,Technology,Copiers,Laser Copier,2,0.1,1689.28,187.51,6,2024,7,July,Q3
802,ORD-000802,2023-03-22,2023-03-27,Standard Class,CUST-1889,Customer 1889,Consumer,Japan,Asia,Aichi,Paris,Office Supplies,Appliances,Printer,8,0.25,3474.58,57.46,5,2023,3,March,Q1
803,ORD-000803,2023-05-13,2023-05-19,Standard Class,CUST-0301,Customer 0301,Corporate,Brazil,South America,Paraná,Sydney,Technology,Accessories,USB-C Hub,5,0.15,451.5,28.41,6,2023,5,May,Q2
804,ORD-000804,2023-05-18,2023-05-20,Second Class,CUST-0053,Customer 0053,Consumer,United States,North America,California,Bengaluru,Office Supplies,Appliances,Printer,3,0.0,1189.32,160.3,2,2023,5,May,Q2
805,ORD-000805,2023-07-03,2023-07-09,Standard Class,CUST-1101,Customer 1101,Home Office,Mexico,North America,Puebla,Bengaluru,Office Supplies,Paper,Copy Paper,2,0.0,75.5,11.45,6,2023,7,July,Q3
806,ORD-000806,2024-02-05,2024-02-10,Standard Class,CUST-0468,Customer 0468,Corporate,United Kingdom,Europe,Wales,Madrid,Technology,Accessories,Wireless Keyboard,1,0.15,67.53,12.16,5,2024,2,February,Q1
807,ORD-000807,2023-11-26,2023-12-01,Standard Class,CUST-1031,Customer 1031,Home Office,France,Europe,Île-de-France,New York,Furniture,Furnishings,Office Desk Lamp,1,0.1,85.83,-35.72,5,2023,11,November,Q4
808,ORD-000808,2024-05-22,2024-05-26,Standard Class,CUST-0376,Customer 0376,Consumer,India,Asia,Maharashtra,London,Office Supplies,Labels,Address Labels,4,0.0,74.45,-10.12,4,2024,5,May,Q2
809,ORD-000809,2023-03-10,2023-03-15,Standard Class,CUST-1485,Customer 1485,Corporate,India,Asia,Uttar Pradesh,Mumbai,Office Supplies,Art,Art Set,1,0.1,39.21,-11.94,5,2023,3,March,Q1
810,ORD-000810,2024-06-29,2024-07-04,Standard Class,CUST-1447,Customer 1447,Corporate,India,Asia,Tamil Nadu,Delhi,Furniture,Furnishings,Office Desk Lamp,10,0.15,651.0,30.34,5,2024,6,June,Q2
811,ORD-000811,2023-02-22,2023-02-25,Second Class,CUST-0580,Customer 0580,Consumer,Japan,Asia,Aichi,Los Angeles,Furniture,Chairs,Ergonomic Office Chair,1,0.15,271.13,31.03,3,2023,2,February,Q1
812,ORD-000812,2024-03-25,2024-03-31,Standard Class,CUST-1855,Customer 1855,Corporate,United States,North America,Florida,São Paulo,Office Supplies,Supplies,Office Supplies Kit,4,0.0,227.34,25.55,6,2024,3,March,Q1
813,ORD-000813,2023-07-24,2023-07-28,Second Class,CUST-1710,Customer 1710,Corporate,Australia,Oceania,Victoria,Los Angeles,Technology,Phones,Smartphone,1,0.0,654.74,91.65,4,2023,7,July,Q3
814,ORD-000814,2023-05-06,2023-05-08,First Class,CUST-0219,Customer 0219,Home Office,India,Asia,Uttar Pradesh,Melbourne,Furniture,Chairs,Ergonomic Office Chair,3,0.25,640.13,21.42,2,2023,5,May,Q2
815,ORD-000815,2023-02-12,2023-02-13,Same Day,CUST-1248,Customer 1248,Home Office,Spain,Europe,Andalusia,São Paulo,Technology,Accessories,USB-C Hub,1,0.2,88.76,0.36,1,2023,2,February,Q1
816,ORD-000816,2023-04-21,2023-04-26,Standard Class,CUST-0514,Customer 0514,Consumer,Canada,North America,Alberta,Bengaluru,Office Supplies,Appliances,Printer,5,0.05,1881.41,194.05,5,2023,4,April,Q2
817,ORD-000817,2024-10-24,2024-10-30,Standard Class,CUST-1167,Customer 1167,Consumer,Japan,Asia,Tokyo,Shanghai,Technology,Accessories,USB-C Hub,3,0.2,220.15,10.88,6,2024,10,October,Q4
818,ORD-000818,2023-07-02,2023-07-03,First Class,CUST-1541,Customer 1541,Corporate,United States,North America,Illinois,São Paulo,Technology,Machines,Desktop Computer,1,0.0,849.54,170.16,1,2023,7,July,Q3
819,ORD-000819,2023-04-05,2023-04-09,Standard Class,CUST-0259,Customer 0259,Consumer,United States,North America,Florida,Los Angeles,Furniture,Chairs,Ergonomic Office Chair,6,0.0,1227.31,180.13,4,2023,4,April,Q2
820,ORD-000820,2024-01-09,2024-01-11,First Class,CUST-1680,Customer 1680,Consumer,Australia,Oceania,New South Wales,Tokyo,Technology,Phones,Smartphone,3,0.0,2109.26,326.76,2,2024,1,January,Q1
821,ORD-000821,2024-06-03,2024-06-10,Standard Class,CUST-1585,Customer 1585,Corporate,France,Europe,Île-de-France,Shanghai,Technology,Accessories,USB-C Hub,7,0.0,529.09,61.7,7,2024,6,June,Q2
822,ORD-000822,2023-12-26,2024-01-01,Standard Class,CUST-1882,Customer 1882,Consumer,India,Asia,Maharashtra,Los Angeles,Furniture,Furnishings,Office Desk Lamp,7,0.2,473.72,-7.56,6,2023,12,December,Q4
823,ORD-000823,2024-11-26,2024-11-29,Standard Class,CUST-1670,Customer 1670,Consumer,Germany,Europe,Saxony,Tokyo,Office Supplies,Appliances,Printer,7,0.1,2828.25,248.3,3,2024,11,November,Q4
824,ORD-000824,2023-10-08,2023-10-09,Same Day,CUST-0803,Customer 0803,Consumer,United Kingdom,Europe,England,Melbourne,Office Supplies,Paper,Copy Paper,1,0.0,32.79,0.22,1,2023,10,October,Q4
825,ORD-000825,2023-07-14,2023-07-17,Standard Class,CUST-0166,Customer 0166,Corporate,Japan,Asia,Kanagawa,Toronto,Office Supplies,Fasteners,Fastener Pack,1,0.2,12.31,9.68,3,2023,7,July,Q3
826,ORD-000826,2023-07-14,2023-07-21,Standard Class,CUST-1622,Customer 1622,Home Office,Canada,North America,British Columbia,Melbourne,Office Supplies,Appliances,Printer,10,0.15,4109.78,268.63,7,2023,7,July,Q3
827,ORD-000827,2024-10-28,2024-10-30,Second Class,CUST-0576,Customer 0576,Consumer,United States,North America,Florida,Los Angeles,Furniture,Bookcases,Office Bookcase,3,0.0,552.54,64.08,2,2024,10,October,Q4
828,ORD-000828,2023-04-03,2023-04-05,First Class,CUST-0469,Customer 0469,Corporate,Canada,North America,Alberta,Delhi,Technology,Accessories,Wireless Keyboard,2,0.1,129.94,20.49,2,2023,4,April,Q2
829,ORD-000829,2024-11-02,2024-11-04,First Class,CUST-1952,Customer 1952,Home Office,United States,North America,California,Paris,Office Supplies,Appliances,Printer,5,0.15,2389.66,142.35,2,2024,11,November,Q4
830,ORD-000830,2023-03-02,2023-03-06,Standard Class,CUST-1793,Customer 1793,Corporate,Mexico,North America,Yucatán,Paris,Office Supplies,Envelopes,Business Envelopes,2,0.15,37.86,-7.42,4,2023,3,March,Q1
831,ORD-000831,2024-09-25,2024-09-27,First Class,CUST-1661,Customer 1661,Home Office,France,Europe,Île-de-France,Tokyo,Technology,Accessories,Wireless Keyboard,5,0.15,374.99,28.27,2,2024,9,September,Q3
832,ORD-000832,2023-02-20,2023-02-23,Standard Class,CUST-1072,Customer 1072,Home Office,Spain,Europe,Valencia,Madrid,Technology,Copiers,Laser Copier,6,0.0,4770.39,750.88,3,2023,2,February,Q1
833,ORD-000833,2024-02-07,2024-02-12,Standard Class,CUST-1303,Customer 1303,Consumer,Mexico,North America,Puebla,Madrid,Office Supplies,Art,Art Set,5,0.05,192.96,11.08,5,2024,2,February,Q1
834,ORD-000834,2023-01-05,2023-01-10,Standard Class,CUST-1298,Customer 1298,Consumer,China,Asia,Jiangsu,Delhi,Office Supplies,Envelopes,Business Envelopes,2,0.2,43.64,8.69,5,2023,1,January,Q1
835,ORD-000835,2024-04-10,2024-04-13,Second Class,CUST-0145,Customer 0145,Home Office,India,Asia,Uttar Pradesh,Mumbai,Furniture,Chairs,Ergonomic Office Chair,2,0.2,457.45,37.98,3,2024,4,April,Q2
836,ORD-000836,2024-08-26,2024-09-02,Standard Class,CUST-0229,Customer 0229,Corporate,China,Asia,Zhejiang,Madrid,Office Supplies,Fasteners,Fastener Pack,2,0.0,25.57,-2.18,7,2024,8,August,Q3
837,ORD-000837,2024-11-12,2024-11-13,First Class,CUST-0543,Customer 0543,Consumer,United Kingdom,Europe,Scotland,Bengaluru,Office Supplies,Appliances,Printer,3,0.0,1410.08,97.05,1,2024,11,November,Q4
838,ORD-000838,2024-06-17,2024-06-17,Same Day,CUST-0989,Customer 0989,Home Office,Germany,Europe,Bavaria,Bengaluru,Office Supplies,Appliances,Printer,1,0.2,423.14,7.94,0,2024,6,June,Q2
839,ORD-000839,2024-02-09,2024-02-12,Standard Class,CUST-1974,Customer 1974,Corporate,Spain,Europe,Valencia,Toronto,Furniture,Tables,Conference Table,3,0.05,1063.96,119.68,3,2024,2,February,Q1
840,ORD-000840,2024-05-27,2024-05-28,First Class,CUST-0973,Customer 0973,Corporate,Mexico,North America,Puebla,Sydney,Technology,Copiers,Laser Copier,3,0.05,2220.03,307.1,1,2024,5,May,Q2
841,ORD-000841,2024-10-06,2024-10-07,First Class,CUST-0316,Customer 0316,Corporate,Canada,North America,Alberta,Madrid,Technology,Copiers,Laser Copier,3,0.05,2992.17,414.45,1,2024,10,October,Q4
842,ORD-000842,2023-08-21,2023-08-24,Second Class,CUST-1791,Customer 1791,Home Office,Canada,North America,Quebec,Paris,Technology,Copiers,Laser Copier,5,0.05,4872.26,661.55,3,2023,8,August,Q3
843,ORD-000843,2024-06-07,2024-06-13,Standard Class,CUST-0834,Customer 0834,Home Office,United Kingdom,Europe,England,Madrid,Office Supplies,Binders,Premium Binder,3,0.05,83.1,18.85,6,2024,6,June,Q2
844,ORD-000844,2023-12-12,2023-12-14,Second Class,CUST-0073,Customer 0073,Consumer,United States,North America,Florida,Tokyo,Technology,Phones,Smartphone,2,0.1,1453.05,137.55,2,2023,12,December,Q4
845,ORD-000845,2023-02-15,2023-02-22,Standard Class,CUST-0086,Customer 0086,Corporate,Canada,North America,Quebec,São Paulo,Furniture,Bookcases,Office Bookcase,4,0.0,690.95,83.35,7,2023,2,February,Q1
846,ORD-000846,2024-06-29,2024-07-02,Second Class,CUST-0362,Customer 0362,Consumer,India,Asia,Karnataka,Toronto,Furniture,Furnishings,Office Desk Lamp,5,0.3,414.62,-12.94,3,2024,6,June,Q2
847,ORD-000847,2023-03-19,2023-03-24,Standard Class,CUST-1042,Customer 1042,Corporate,Germany,Europe,Hesse,São Paulo,Office Supplies,Envelopes,Business Envelopes,2,0.25,45.36,-16.36,5,2023,3,March,Q1
848,ORD-000848,2024-12-30,2025-01-05,Standard Class,CUST-1915,Customer 1915,Corporate,France,Europe,Nouvelle-Aquitaine,Mumbai,Furniture,Bookcases,Office Bookcase,4,0.25,728.11,16.05,6,2024,12,December,Q4
849,ORD-000849,2023-03-14,2023-03-18,Standard Class,CUST-1298,Customer 1298,Consumer,India,Asia,Maharashtra,São Paulo,Office Supplies,Binders,Premium Binder,1,0.2,24.35,-6.41,4,2023,3,March,Q1
850,ORD-000850,2023-09-06,2023-09-09,Standard Class,CUST-1107,Customer 1107,Home Office,Germany,Europe,Hesse,Tokyo,Office Supplies,Binders,Premium Binder,2,0.15,66.52,0.95,3,2023,9,September,Q3
851,ORD-000851,2023-02-16,2023-02-19,Standard Class,CUST-1389,Customer 1389,Corporate,Japan,Asia,Aichi,Madrid,Office Supplies,Envelopes,Business Envelopes,7,0.0,176.04,13.19,3,2023,2,February,Q1
852,ORD-000852,2023-05-01,2023-05-03,Second Class,CUST-0102,Customer 0102,Corporate,United Kingdom,Europe,Northern Ireland,Paris,Technology,Machines,Desktop Computer,7,0.0,7499.11,1338.21,2,2023,5,May,Q2
853,ORD-000853,2023-08-02,2023-08-05,Standard Class,CUST-1215,Customer 1215,Home Office,India,Asia,Uttar Pradesh,Shanghai,Office Supplies,Paper,Copy Paper,3,0.0,91.85,-3.07,3,2023,8,August,Q3
854,ORD-000854,2023-08-27,2023-08-30,Standard Class,CUST-1311,Customer 1311,Consumer,France,Europe,Île-de-France,Delhi,Technology,Accessories,USB-C Hub,4,0.05,304.43,45.23,3,2023,8,August,Q3
855,ORD-000855,2023-02-25,2023-02-28,Standard Class,CUST-0285,Customer 0285,Home Office,France,Europe,Occitanie,Madrid,Office Supplies,Fasteners,Fastener Pack,6,0.1,75.64,-0.15,3,2023,2,February,Q1
856,ORD-000856,2023-12-16,2023-12-19,Standard Class,CUST-0856,Customer 0856,Consumer,Japan,Asia,Osaka,Berlin,Technology,Machines,Desktop Computer,8,0.3,8710.95,370.42,3,2023,12,December,Q4
857,ORD-000857,2023-04-17,2023-04-21,Standard Class,CUST-0097,Customer 0097,Home Office,Brazil,South America,São Paulo,Sydney,Office Supplies,Paper,Copy Paper,3,0.05,113.0,1.82,4,2023,4,April,Q2
858,ORD-000858,2023-02-17,2023-02-21,Second Class,CUST-0882,Customer 0882,Consumer,Australia,Oceania,Victoria,Shanghai,Office Supplies,Art,Art Set,3,0.1,99.13,3.21,4,2023,2,February,Q1
859,ORD-000859,2024-07-26,2024-07-30,Standard Class,CUST-1747,Customer 1747,Home Office,United States,North America,California,São Paulo,Office Supplies,Fasteners,Fastener Pack,2,0.15,25.5,1.31,4,2024,7,July,Q3
860,ORD-000860,2023-12-03,2023-12-08,Standard Class,CUST-0255,Customer 0255,Consumer,United Kingdom,Europe,Scotland,Tokyo,Technology,Phones,Smartphone,1,0.0,717.19,91.59,5,2023,12,December,Q4
861,ORD-000861,2023-01-26,2023-01-28,Second Class,CUST-1616,Customer 1616,Home Office,Japan,Asia,Aichi,São Paulo,Furniture,Chairs,Ergonomic Office Chair,3,0.25,669.05,24.85,2,2023,1,January,Q1
862,ORD-000862,2023-09-14,2023-09-19,Standard Class,CUST-1203,Customer 1203,Corporate,India,Asia,Tamil Nadu,Shanghai,Furniture,Tables,Conference Table,5,0.1,1737.07,158.36,5,2023,9,September,Q3
863,ORD-000863,2023-01-08,2023-01-08,Same Day,CUST-1568,Customer 1568,Corporate,Spain,Europe,Andalusia,London,Technology,Phones,Smartphone,5,0.0,2975.75,448.13,0,2023,1,January,Q1
864,ORD-000864,2024-09-16,2024-09-17,First Class,CUST-0789,Customer 0789,Consumer,Spain,Europe,Catalonia,Berlin,Furniture,Bookcases,Office Bookcase,7,0.25,1379.22,14.39,1,2024,9,September,Q3
865,ORD-000865,2023-09-10,2023-09-14,Standard Class,CUST-1950,Customer 1950,Home Office,United Kingdom,Europe,Scotland,Toronto,Office Supplies,Paper,Copy Paper,1,0.1,36.87,3.75,4,2023,9,September,Q3
866,ORD-000866,2024-11-22,2024-11-28,Standard Class,CUST-0263,Customer 0263,Consumer,Australia,Oceania,New South Wales,Bengaluru,Furniture,Furnishings,Office Desk Lamp,3,0.1,260.36,25.55,6,2024,11,November,Q4
867,ORD-000867,2024-12-19,2024-12-23,Second Class,CUST-0806,Customer 0806,Corporate,India,Asia,Tamil Nadu,Delhi,Office Supplies,Envelopes,Business Envelopes,1,0.1,23.86,17.88,4,2024,12,December,Q4
868,ORD-000868,2023-10-30,2023-11-02,Second Class,CUST-0652,Customer 0652,Consumer,Mexico,North America,Puebla,Madrid,Office Supplies,Appliances,Printer,2,0.15,816.06,41.93,3,2023,10,October,Q4
869,ORD-000869,2024-09-30,2024-10-07,Standard Class,CUST-1723,Customer 1723,Corporate,Mexico,North America,Jalisco,Los Angeles,Office Supplies,Appliances,Printer,7,0.0,3179.21,410.24,7,2024,9,September,Q3
870,ORD-000870,2023-02-25,2023-02-28,Standard Class,CUST-0348,Customer 0348,Home Office,United States,North America,Illinois,Sydney,Office Supplies,Paper,Copy Paper,3,0.2,110.64,2.63,3,2023,2,February,Q1
871,ORD-000871,2024-12-26,2024-12-30,Second Class,CUST-1038,Customer 1038,Corporate,India,Asia,Karnataka,Madrid,Office Supplies,Storage,Storage Box,5,0.25,454.35,-6.69,4,2024,12,December,Q4
872,ORD-000872,2024-06-09,2024-06-10,First Class,CUST-1351,Customer 1351,Consumer,France,Europe,Auvergne-Rhône-Alpes,New York,Office Supplies,Fasteners,Fastener Pack,1,0.1,11.93,-49.96,1,2024,6,June,Q2
873,ORD-000873,2024-04-18,2024-04-21,Standard Class,CUST-0529,Customer 0529,Consumer,Canada,North America,British Columbia,Tokyo,Office Supplies,Supplies,Office Supplies Kit,2,0.15,128.91,1.36,3,2024,4,April,Q2
874,ORD-000874,2023-01-28,2023-02-03,Standard Class,CUST-1687,Customer 1687,Home Office,Spain,Europe,Madrid,Toronto,Furniture,Furnishings,Office Desk Lamp,4,0.2,342.7,13.3,6,2023,1,January,Q1
